AGEB,LATITUD USAR,LONGITUD USAR,Año de apertura del negocio ,Edad del negocio,Trabajadores en el mes,Trabajadores con salario fijo,Salario para abandonar el negocio,Reja,Miscelanea o Tienda de Abarrotes,Fondita/Mini Resutaurante,Verdulería o Frutería,Tortillería,Otro negocio,Razon de las ventas: Violencia,Razon de las ventas: Conexiones,Razon de las ventas: Temporada,Razon de las ventas: Escuelas,Razon de las ventas: Otras,Credito Bancos,Credito Proovedores,Credito Familia,Credito Gobierno,Credito Ahorros populares (tandas),Crédito privado,Se recibio credito del banco?,Deseo de crecer el negocio,Sexo del dueño o dueña,Propiedad del local,Prediccion de los trabajadores,Nivel de clientes del ultimo mes,Prediccion de clientes,Ventas en el mes,Predicción de ventas,Cambio en el inventario,Prediccion del inventario ,Opinion sobre el inventario,Cambio en el precio,Prediccion del cambio de precio,Impacto Crimen,Impacto Credito,Impacto Incremento de precio,Impacto Competencia,Educación del dueño,Edad del dueño,Negocios,Ingresos,Gastos,Edad,Trabajadores,Trabajadores_Hombres,Trabajadores_Mujeres,Credito
4312,24.818706416666668,-107.43673675000002,2016.4166666666667,7.583333333333333,2.9166666666666665,2.75,24444.444444444445,0.4166666666666667,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.25,0.25,0.0,0.0,0.0,0.16666666666666666,0.75,0.5,0.5,2.1666666666666665,1.5,2.25,1.1666666666666667,2.4166666666666665,1.9166666666666667,2.25,1.75,2.1666666666666665,2.1666666666666665,4.75,2.3333333333333335,3.4166666666666665,2.5,4.666666666666667,3.8333333333333335,7.0,856.1428571,545.0,15.0,2.428571429,0.714285714,1.714285714,0.0
3329,24.761176,-107.452869,2008.0,16.0,3.0,3.0,12000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,3.0,5.0,11.0,424.6363636,295.6363636,23.90909099999999,1.363636364,0.454545455,0.909090909,0.0
3314,24.80521,-107.44312,2002.0,22.0,8.0,8.0,20000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,6.0,11.0,429.5454545,307.0909091,12.181818000000021,1.727272727,0.636363636,1.090909091,0.181818182
3865,24.805223499999997,-107.439126,2016.0,8.0,3.0,3.0,1500.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.5,1.0,2.5,1.5,3.0,1.0,2.5,2.0,2.5,3.0,4.0,4.0,3.5,4.0,4.0,4.0,9.0,532.2222222,378.8888889,16.888889000000063,2.222222222,0.777777778,1.444444444,0.0
1869,24.807141,-107.45077180000001,2015.4,8.6,4.0,3.8,30000.0,0.2,0.6,0.0,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.0,0.4,0.0,0.2,0.8,0.4,0.0,2.2,1.4,2.6,1.2,2.4,1.4,2.8,1.6,1.8,2.8,4.8,2.8,2.8,3.2,5.0,3.4,6.0,615.8333333,353.6666667,11.333333000000039,3.166666667,1.833333333,1.333333333,0.0
0288,24.818807,-107.444492,2018.0,6.0,4.0,4.0,35000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,520.8,345.8,5.0,2.0,0.6,1.4,0.0
3333,24.817213,-107.440608,2019.0,5.0,2.5,2.0,26000.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.5,2.0,1.0,2.5,2.0,2.5,1.5,2.5,3.0,4.5,2.0,3.5,3.0,4.5,3.0,7.0,342.8571429,234.0,24.14285700000005,2.571428571,0.714285714,1.857142857,0.142857143
7514,24.750985,-107.3950395,2023.5,0.5,4.5,4.5,22500.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,3.0,2.5,3.0,2.5,3.0,2.5,2.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,2.5,,,,,,,,
8870,24.74533,-107.415839,2006.0,18.0,8.0,8.0,50000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,,,,,,,,
0220,24.761305,-107.45492,2007.0,17.0,2.0,1.0,20000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,5.0,4.0,5.0,19.0,311.6842105,200.5789474,18.47368400000005,1.631578947,0.631578947,1.0,0.0
3583,24.803523,-107.461976,2018.0,6.0,5.0,5.0,4000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,6.0,499.5,299.0,7.166666999999961,1.833333333,0.833333333,1.0,0.0
4897,24.80698,-107.46315633333334,2014.0,10.0,4.0,3.0,27333.333333333332,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.6666666666666665,2.6666666666666665,2.3333333333333335,3.0,1.6666666666666667,2.3333333333333335,2.0,2.0,2.3333333333333335,3.6666666666666665,1.6666666666666667,2.0,2.6666666666666665,4.333333333333333,3.6666666666666665,,,,,,,,
6925,24.8046365,-107.4649355,2015.5,8.5,2.5,2.0,12000.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,2.5,3.0,2.5,1.5,2.5,2.0,2.0,1.5,1.0,1.0,2.0,3.5,3.5,,,,,,,,
661A,24.822762,-107.439017,2018.0,6.0,5.0,6.0,15000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,4.0,382.75,222.0,7.5,1.5,0.5,1.0,0.0
6709,24.801931333333332,-107.47427266666666,2012.3333333333333,11.666666666666666,2.6666666666666665,2.3333333333333335,22333.333333333332,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,3.0,1.6666666666666667,3.0,2.0,2.6666666666666665,2.0,2.6666666666666665,2.0,2.6666666666666665,1.6666666666666667,3.0,3.3333333333333335,4.666666666666667,3.6666666666666665,,,,,,,,
2000,24.8492375,-107.36063,2013.0,11.0,6.5,5.0,8000.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,2.0,1.5,2.5,2.5,3.0,3.0,1.0,1.5,3.0,2.0,3.0,2.0,3.0,4.5,4.5,4.0,21.0,329.3809524,228.5714286,10.904761999999891,1.571428571,0.380952381,1.19047619,0.095238095
5185,24.852899,-107.362443,2004.0,20.0,0.0,0.0,10000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,5.0,5.0,3.0,4.0,,,,,,,,
4736,24.850637,-107.357523,2024.0,0.0,7.0,5.0,8000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,,,,,,,,
6696,24.848218,-107.353493,2014.0,10.0,3.0,3.0,8000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,834.0,479.0,6.0,1.8,1.0,0.8,0.2
3032,24.747468,-107.39867,2023.0,1.0,4.0,4.0,30000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,27.0,513.0740741,289.962963,11.592593000000079,1.740740741,0.555555556,1.185185185,0.037037037
6874,24.80178,-107.46659199999999,2018.0,6.0,2.0,2.0,40000.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,2.0,2.0,3.0,2.5,3.0,2.0,2.0,2.0,2.5,2.5,3.0,3.5,2.0,4.5,5.0,4.5,12.0,501.8333333,252.25,5.666666999999961,1.75,0.583333333,1.166666667,0.25
330A,24.819042,-107.448013,2023.0,1.0,2.0,3.0,50000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,5.0,5.0,6.0,355.3333333,193.8333333,18.5,1.333333333,0.666666667,0.666666667,0.0
017A,24.829798,-107.4489245,2019.5,4.5,2.5,2.0,25000.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,2.0,2.5,2.0,2.5,2.0,2.0,2.0,2.5,3.0,4.0,2.0,4.0,2.5,3.5,3.5,23.0,316.4347826,214.9565217,19.130435000000034,1.956521739,0.913043478,1.043478261,0.0
017A,24.829798,-107.4489245,2019.5,4.5,2.5,2.0,25000.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,2.0,2.5,2.0,2.5,2.0,2.0,2.0,2.5,3.0,4.0,2.0,4.0,2.5,3.5,3.5,21.0,193.0952381,139.4761905,13.61904800000002,1.238095238,0.523809524,0.714285714,0.047619048
5556,24.824892,-107.460003,2017.0,7.0,4.0,0.0,30000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,4.0,13.0,612.2307692,403.0769231,8.923076999999921,1.769230769,0.384615385,1.384615385,0.076923077
